id,sentiment,text_tweet
354,positive,o httpstcoklomz6kjti
355,negative,popeye and pappy beating so much ass that the animators had to repair the film httpstcohdkl63vl7t
356,positive,lego fallout collaboration at brickworld chicago 2025 httpstcowmfdc8pct2
357,positive,the best film of 2024 httpstco7fdibzgtmh
358,negative,panggon wingit 2 miss k film produksi hitmaker studios 2024 dasar kisah nyata apartemen angker surabaya produser rocksoraya sutradara guntur soeharjanto cast claurakiehl httpstco2jtuv9mycn
359,positive,exclusive clip setan botak jembatan ancol geger kampung kena ciluk ba setan botak komedi horor semesta si manis jembatan ancol buy 1 get 1 film setan botak jembatan ancol tayang besok 6 maret bioskop httpstcobugbgpknkg
360,positive,sepakbola bangsa terbang elang inspirasi peristiwa balik layar industri sepakbola film karya rizal mantovani tayang bioskop januari 2025 follow arjunamegafilms update elang filmelang arjunamegafilms httpstco42ftgy0jau
361,positive,jembatan ancol direbutin setan nih aja nonton trailer film setan botak jembatan ancol kocak banget sih nostalgia liat ozzy setan botak komedi horor nih tunggu tayang bioskop 06 maret 2025 follow akun setanbotakfilm httpstcoybqu6aiojz
362,positive,ngefans dian sastro kaget banget pas nonton film pendek ramadanbca absurd fun cocok banget komediansastro pesan nyampe komedi seru bikin hati kemudianringan coba deh tonton httpstcogg2lqou8nr httpstcocft9d3apfq
363,positive,goodnight httpstcolt5rvjdkr7
364,positive,les gens fauch s dans les films am ricains poss dent des voitures httpstco1q4mgnyatf
365,positive,liat film jurrasic park versi dunia nyata nya bukit penat jogja jalur labuh rapi hijau nya hampar gagah rekah tebing julang kes film jurrasic park lokasi labuh rapi sareundeuk saigel sauyunan napak httpstcojhhgpvv187
366,positive,happy father s day to the mcu dads love you 3000 httpstcody0x16vb6o
367,positive,what is the film httpstcozghwisvbc8
368,positive,seru gala premiere film pasutri gaje tag kak annisa sayuko2 yuk janji ketemu adimas adelia tanggal 7 februari 2024 pasutri gaje 7 februari 2024 bioskop httpstcoqgiisqu3pg
369,positive,not cgi this stopmotion film was animated frame by frame using tweezers a microscope and a nokia phone stash magazine httpstcoqtddg8euuo
370,positive,humor bangke bener sih film gabung premise cult emang sakit korea selatan superhero kemas komedi hasil bikin hibur super mantap hifive tayang bioskop httpstcojykbovdc2i
371,negative,david on working at the louvre the louvre was one of the top wishlists of places to film that we wanted to ruin with the apocalypse it took a year of planning it was a tremendous amount of work httpstcopuvsysxiic
372,positive,dasar teori film dokumenter yg viral kemarin2 her father victim father himself
373,positive,slemanis daftar lomba setapak ubah buka gemar video tiktok foto film pendek infografis cerpen artikel karikatur cipta lagu yuk tunjuk hasil karya lomba httpstco5jrlvwnyxb
374,positive,yuk santai bersiapsiap sambut kartini slemanis 5 rekomendasi film potret juang perempuan raih tara didik sejahtera httpstcou3r256diem
375,positive,this film remembered me of my grandma yah relate bgt fly high grandma love u always
376,positive,love u more grandma i just sobbing my heart out cause the film remembered me of my grandma that passed away
377,positive,anjiiiiiiiing endingnya banget asw emang dasar ngga ngarep film jepang mah
378,positive,film tp ga keitung uda nang brp kali sampe susah nafas
379,positive,klo cor cor otak gwa cm film dedemit gunungkidul pls inget bgt dl nonton brg kluarga bsar trs tbtb ujan n mati lampu lgsg mnt peluk emak
380,positive,inget film makmum ya der nanaanihh httpstcomsqhlsen7w
381,negative,guguk untung bgt untung gue kagak nonton nih film loh kaya gin lulus sensor sick
382,positive,unik nih kampung ala film kolosal gunungkidul matahari terbit benam fakta unik desa letak bekas bengawan solo purba dusun wota wati gunungkidul farhannfathoni httpstcogky6pqb3lh
383,positive,happy 44th birthday to the talented chris evans httpstcogxikmb3pz5
384,positive,behind the scenes of the tsunami scene from the 2012 film the impossible httpstcoje4u3yhfbw
385,positive,how to film a multimillion dollar movie scene with only 300 euros without even using cgi httpstco9k2apt8fkh
386,positive,rachel zegler photographed by matt healy for british vogue httpstcos8oyepimv3
387,positive,nonton film saranin thriller netflix
388,negative,how this mousetrap gun works httpstcorffljxfqv5
389,negative,pixar has announced a new original film gatto enrico casarosa luca will direct new handpainted style of animation follows a musicloving black cat named nero in venice who is rejected by locals due to superstitions in theaters summer 2027 httpstcosrwientwu4
390,positive,mother is serving in the short film with dandelion
391,positive,yg ngerasa gin gak gimana ilangin sedih nonton film sedih nang udh gak mempan httpstcoctiexkogli
392,positive,happy 44th birthday to chris evans httpstcoyl5htfc6yw
393,negative,ariana grande stuns for rupaul s drag race httpstcosfsjulob0a
394,positive,kasih uang 5000 kasih engagement podcast sebentar angkat film layar lebar
395,positive,film kiblat boikot ganti judul thaghut film rilis trailer tayang 29 agustus bioskop adegan sholat balik gak yak filmthaghut thaghut httpstcoxk2qdqkued
396,positive,si devanodevano anak iis dahlia ya udah main film aja skrg ngitung2 umur pd suka dengerin dangdut gaa sii pas mas muda hehehe httpstcoxpwu1wtoer
397,negative,i think ive seen this film before and i dont like the ending
398,positive,lewis pullman is set to star alongside his father bill pullman in spaceballs 2 httpstcok9lugjok6x
399,positive,ya ampun mood ku down gara film doang jnck
400,positive,film elang bahas dosa industri sepakbola indonesia kirakira inspirasi peristiwa balik layar sepakbola sutradara rizal mantovani film elang tayang 9 januari 2025 bioskop elang filmelang elangfilmsepakbola 9jan2025dibioskop httpstcols6gm0yhzn
401,negative,many men film and watch without helping the woman attacked by usual suspect intolerable httpstcoiqpuaxqh6e
402,positive,m3gan reveals her criterion closet picks mulholland drive brazil the others rosemary s baby httpstcod7mfzbz5cy
403,positive,in the matrix reloaded for this chase scene they built a 15 mile highway from scratch just for that sequence it took 3 months to film the scene involved 300 crew members choreographed stunt drivers still considered one of the best action scenes httpstcoo9ma5go1wp
404,positive,chris evans on the set of materialists httpstcoerz5xhpows
405,positive,this wierd ball triggers landmines httpstcohk6ofglqqz
406,positive,christopher nol s batman begins was released 20 years ago today httpstcom7z1fitibt
407,positive,first look at pixar s new animated film gatto in 2027 from luca director enrico casarosa httpstcocnvlg1czz3
408,positive,womenfromroteisland film baik piala citra 2024 wakil indonesia ajang oscar kudu ramein netijen indonesia theacademy bilang notice film tau menang amp
409,negative,brour intro messed upand sucks causewtf is that slowmo tiba2 tengah2 fontnya awal rada ga liat musicnya beda series film yg ambil
410,positive,from pointing a gn at porsche to big taking a bullet for porsche httpstconpggvesdgm
411,positive,a paranorman sequel short film called the thrifting will release later this year in theaters starring finn wolfhard and anna kendrick the film will be tied to a halloween rerelease of the original film httpstcoealiahi1nn
412,positive,short shorts film festival amp
413,positive,lagu bikin 2021 amp
414,positive,the liveaction how to train your dragon is now playing in theaters httpstcojfxsnndpzt
415,positive,did op film haechan with her eyes httpstcor3tzcs1kda
416,positive,kemarin pingin nonton film bioskop isi hororrrr drama hidup muter aja situ males nonton sih seragam gitu gak film lucu bikin ngakak hibur orang ya biar hidup gak sepaneng hibur tonton httpstcoih7wepgxnl
417,negative,house on haunted hill 1959 with vincent price and carol ohmart httpstcoplvzypge8f
418,negative,letterboxd my review of killers of the flower moon httpstcokapyyjatdv
419,positive,yeah i m never getting over this httpstcogju71wzpa5
420,positive,episode drakor pimpin maaf korban pimpin hapus dosa pimpin akan ga aku mohon ampun thehauntedpalaceep16 httpstcoxhusgviugi
421,negative,udah tau angker tetep aja masuk kesitu marah tuh si miss k emang warlok situ ketemu miss k film panggon wingit 2 miss k natal bioskop httpstcom6esqhayt0
422,positive,you are the apple of my eye is now showing in hong kong dahyun s first film hits hong kong theatres today see a whole new side of her on the big screen twice dahyun youaretheappleofmyeye httpstcoxkapheasxm
423,positive,bener ngedekem nnton film aja udah deh
424,negative,kitty horror film httpstcovonxa9jqw2
425,positive,she looks like a character out of a studio ghibli film httpstcosom4uolkip
426,negative,horror film httpstcofoxkdufrif
427,negative,horror film httpstcoanixhgjux7
428,negative,horror film httpstcovoa51rpyge
429,negative,horror film httpstcoo7v3i6dylc
430,negative,horror film httpstcowiamenpasb
431,positive,penasaran genre film nya adelrevaaa httpstco9bzdktmoha
432,positive,norman reedus ana de armas and anu reeves in new film fuckk this is going to be peak httpstcoscwg7elqkd
433,negative,black cats auditioning for a horror film httpstcozqsmh97ghv
434,positive,enough time has passed httpstcols5juj2tnv
435,positive,sering nonton film baja ni httpstcocgmry2i1jr
436,positive,the bear returns next week httpstcovm20a7tkzb
437,negative,black cats waiting to audition for a horror film in 1961 httpstcoiiai7qodep
438,positive,aoakwowk pdhl maju plg ad film horor grgr yg kosnya skrng dikit org jd cemen bgt httpstco6qbcloqmbp
439,positive,introvert bikin film igjustinthescott httpstcok1dkub2exg
440,positive,rencana kabur kayak film nemo ttfwwazzhsn httpstcouzznildtnn
441,positive,crow feeds and befriends stray kitten couple films the unlikely pairs friendship for over 8 months httpstco4a0tba9o4d
442,positive,seruu gin moga lancar sukses project film nya adelrevaaa httpstco7pv4su9ebl
443,positive,20 years ago today batman begins was released in theaters httpstcoxlcobvdvjg
444,positive,film series latar jerman kesan buat httpstcooxx6ajmyg9
445,positive,film yg tunggu tunggu nonton malem iniii sih httpstcosbnamhh6tc
446,positive,jatuh cinta filmfilm film httpstcoxghorvm0ma
447,positive,how to make millions before grandma dies 2024 ruriarchives disclaimer thread ngebahas storylinereview film alam sesal alm nenek yg share reply thread selesai ya httpstcor2yqlt8dbl
448,positive,kategori film kadaluarsa httpstcowmf0ybfunh
449,positive,salah download film httpstcobamfkjyysq
450,positive,moga nya film laku tangkap httpstcopqkttpucty
451,positive,judul film india httpstcohgqob4z1b8
452,positive,a day for yearners a day for lovers httpstcoroflzf9pm3
453,negative,my aunts cat hates when she leaves so she guards her keys everyday i told her to film it as proof and this is what she sent me httpstcopvqlwns44c
454,positive,httpstco0ul63k02zb
455,positive,abis nonton film pendek kau rabu perkara pintas httpstcofxfswqu3kv
456,positive,nicholas galitzine training for his role as hem in masters of the universe httpstco1rkhcvin11
457,positive,ciee bang udah rasa redup ya cie tibatiba rajin bales komen cie tibatiba rajin caper wkwkw mending urusin noh film lo dpromoin gmm aja rtannya upil awokawok colek bbrightvc httpstcozviccyzfeo
458,positive,hidup film drama angkat kisah pria jatuh cinta perempuan tua tema relate hidup masyarakat hidupiniterlalubanyakkamu filmhitbk hitbkfilm pidibaiq httpstco6qwypycle5
459,positive,bocorin dikit karakterkarakter film a normal woman nih biar penasaran tungguin film tayang 24 juli netflix httpstcowyg7w0qzim
460,positive,paris on 35mm film httpstcoc30biwbo1g
461,positive,film dewasa httpstcovpekcmdsy2
462,positive,godzilla king of the monsters 1954 httpstco2lswlzfai5
463,positive,vitamin jalan nonton official mv amp
464,positive,ezekiel stane in ironheart httpstco9bdqkdoceq
465,positive,ghibli f te aujourdhui ses 40 ans le studio a t cr le 15 juin 1985 par hayao miyazaki isao takahata et toshio suzuki plus dinfo sur la cr ation du studio et les films ici httpstcof96ospoorj ghibli miyazaki httpstcosk7q1c1nee
466,positive,filmupdates oppenheimer is the fil bagus sangad
467,negative,main qrt random starter pack film horror indo kalo gue 1 cewe cantik kerudung 2 setting pesantren kampung 3 ustadzustadzah 4 tokoh utama anak baik2 polos 5 wajib pocong httpstcovocniumzoy
468,positive,italy on 35mm film httpstcosqd9xgatgc
469,negative,propaganda film anjk
470,positive,the brighter days short film was so magnificent httpstcoptwmxgzr2z
471,positive,lengah dikit main film httpstcoepbmrvbs8i
472,positive,in this short film we got oldiana cuntiana frankensteiniana we are so back httpstcocxh310j2ym
473,positive,film 1979 httpstcogestdkic4u
474,positive,6 years ago tetep bagus film ini
475,positive,nyc nights on 35mm film 
476,positive,iceland on film httpstco36bw0berdi
477,negative,coach multitalent ya muncul film judul ghost soccer bola mati penasaran nih 
478,positive,1971 httpstcoemf6ozbl0m
479,positive,line webtoon bagibagi tiket premiere pasutri gaje reply post mention ajak nonton jelasin ngajak nonton bareng premiere film pasutri gaje httpstcoqiooq4in5c
480,positive,ehh keren banget film bardio nonton youtube nya bardion official httpstcodr1xl1i7xa
481,positive,immerse yourself in exclusive stills that capture the passion of director sam hargrave and two global stars behind the camera havent seen the film yet watch now on our youtube channel pubg battlegrounds danielwu leejungjae samhargrave httpstcowx5zypof9y
482,negative,per film home alone httpstcoqalwnzbsdi
